movieId,title,genres,poster_id
275,Mixed Nuts (1994),Comedy,"https://m.media-amazon.com/images/M/MV5BM2Y3OTk4ZmMtYWMwNC00OTQ3LTg4OWEtNDNiNTVlODc0ZDc2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX380_CR0,1,380,562_.jpg"
276,Milk Money (1994),Comedy Romance,"https://m.media-amazon.com/images/M/MV5BM2RkZGUwMGQtOWU3OS00NDM5LWI2NTctNTNkY2VhMGFkMDBiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX380_CR0,0,380,562_.jpg"
277,Miracle on 34th Street (1994),Drama,"https://m.media-amazon.com/images/M/MV5BZjk3M2UyN2YtNmQ1MS00MWI3LWEzNGMtYTRkM2E5MWNjOWJjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,0,380,562_.jpg"
278,Miami Rhapsody (1995),Comedy,"https://m.media-amazon.com/images/M/MV5BZDI0NmU5ZTgtZTMxZi00OGExLTk5NTEtNWQzODU4NDYyZTJlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX380_CR0,4,380,562_.jpg"
279,My Family (1995),Drama,"https://m.media-amazon.com/images/M/MV5BMGMyZWJlOTAtNmE2ZS00YWNmLTg5MDAtYjY2ZjhhMjRjYTFkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX380_CR0,5,380,562_.jpg"
280,Murder in the First (1995),Drama Thriller,"https://m.media-amazon.com/images/M/MV5BNTYzMjZkZDAtNDI2YS00ZjFjLTk1NjMtYzc3ZWVhNjFjMGU2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX380_CR0,4,380,562_.jpg"
281,Nobody's Fool (1994),Drama,"https://m.media-amazon.com/images/M/MV5BMjg0YzYzYzktNTY3NC00MDE0LThjMzYtMmY0MWZlNDdiYWY2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY562_CR4,0,380,562_.jpg"
282,Nell (1994),Drama,"https://m.media-amazon.com/images/M/MV5BYjU5NDMyNjUtNmFiNi00NWNhLWFhMmUtNjJlYzEwYzM4YzViXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_QL75_UY562_CR3,0,380,562_.jpg"
283,New Jersey Drive (1995),Crime Drama,"https://m.media-amazon.com/images/M/MV5BYjRkM2Q5MzAtZTM4Yy00OTEwLTkyZjQtMzliZjA0MzNmZjhiXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX380_CR0,9,380,562_.jpg"
284,New York Cop (1996),Action Crime,"https://m.media-amazon.com/images/M/MV5BODBjN2Y5MzQtZTMwMS00ZjA3LTk5Y2MtMDZmZDFiNDcyMWMyXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UY562_CR9,0,380,562_.jpg"
285,Beyond Bedlam (1993),Drama Horror,"https://m.media-amazon.com/images/M/MV5BN2E1NDBmOWEtZTc1Zi00OGEyLTk3ZjMtZDg5N2ZhZWM4M2ZiXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UX380_CR0,4,380,562_.jpg"
286,Nemesis 2, Nebula (1995),"https://m.media-amazon.com/images/M/MV5BZGViNmRkYzQtOTFlOC00NjY2LThhMDYtNzc0YzI3MWMwMDBiXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX380_CR0,8,380,562_.jpg"
287,Nina Takes a Lover (1994),Comedy Romance,"https://m.media-amazon.com/images/M/MV5BYmQ0NTRlODAtMTY5Mi00NzM4LTgxZGEtMmM0YjZmMzE1MjQ5XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX380_CR0,3,380,562_.jpg"
288,Natural Born Killers (1994),Action Thriller,"https://m.media-amazon.com/images/M/MV5BNGNjNjU1YmEtZGM5MC00ODgzLWEyY2MtZmZmNTlhOGU4OWJjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY562_CR22,0,380,562_.jpg"
289,Only You (1994),Comedy Romance,"https://m.media-amazon.com/images/M/MV5BOTVkMmE1YWUtM2QwZi00OTJhLWIyYzMtOWQwNmI2MzE2NzE0XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_QL75_UX380_CR0,2,380,562_.jpg"
290,Once Were Warriors (1994),Crime Drama,"https://m.media-amazon.com/images/M/MV5BNTQ1MmNmYTUtNmY4ZC00NWQyLWE1YmItZDY4ZmNmMDQyMzAwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX380_CR0,15,380,562_.jpg"
291,Poison Ivy II (1995),Thriller,"https://m.media-amazon.com/images/M/MV5BN2IzZmIzZmMtOGM2NC00MmU3LThmMzAtNGZmYzk4OGRkYWE2XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_QL75_UX380_CR0,3,380,562_.jpg"
292,Outbreak (1995),Action Drama Thriller,"https://m.media-amazon.com/images/M/MV5BZjMyYWI3M2UtMzkyMy00ZjU2LTlkZTMtZDY3ZmViY2M2NTFiXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX380_CR0,0,380,562_.jpg"
293,"Professional, The (a.k.a. Leon", The Professional) (1994),"https://m.media-amazon.com/images/M/MV5BOTgyMWQ0ZWUtN2Q2MS00NmY0LWI3OWMtNjFkMzZlNDZjNTk0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX380_CR0,2,380,562_.jpg"
294,"Perez Family, The (1995)",Comedy Romance,"https://m.media-amazon.com/images/M/MV5BMTk1MTI2Nzg0NF5BMl5BanBnXkFtZTcwOTcwOTc2NA@@._V1_QL75_UX380_CR0,4,380,562_.jpg"
295,"Pyromaniac's Love Story, A (1995)",Comedy Romance,"https://m.media-amazon.com/images/M/MV5BZjlkYTg1NTgtZDJiMC00ODZlLTkwMDktYTU2ODVkNTkzODA1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX380_CR0,2,380,562_.jpg"
296,Pulp Fiction (1994),Crime Drama,"https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY562_CR3,0,380,562_.jpg"
297,Panther (1995),Drama,"https://m.media-amazon.com/images/M/MV5BZTI0MDVhY2QtMzdmYy00ZjVmLWFjMTUtNTFmZjUyMzFmZTA4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX380_CR0,3,380,562_.jpg"
298,Pushing Hands (1992),Comedy,"https://m.media-amazon.com/images/M/MV5BMmM1ODExNjctMTg4YS00NTg1LWI5OGEtZjExMjFlMWZmN2VhXkEyXkFqcGdeQXVyNjU1MDM2NjY@._V1_QL75_UX380_CR0,4,380,562_.jpg"
299,Priest (1994),Drama,"https://m.media-amazon.com/images/M/MV5BYzAyYzQ0ODQtNzNhMi00NWVkLTk1YTItODE4Y2U4YmE0NDgzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,1,380,562_.jpg"
300,Quiz Show (1994),Drama,"https://m.media-amazon.com/images/M/MV5BNTYxNjdjMzUtYzAyNC00NWJhLWFlM2EtNWM4NDBhZmQ1YjJiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY562_CR1,0,380,562_.jpg"
301,Picture Bride (1995),Drama Romance,"https://m.media-amazon.com/images/M/MV5BY2M2NGIzYzktYjQ3ZS00YjZkLWJjOTQtYWE0YWRhY2RmZmU3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX380_CR0,0,380,562_.jpg"
302,Queen Margot (La Reine Margot) (1994),Drama Romance,"https://m.media-amazon.com/images/M/MV5BNTc4NTdjODgtZmI1MS00MDI5LWFhZjYtMjAzNTVhYzk1ZjFiXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY562_CR18,0,380,562_.jpg"
303,"Quick and the Dead, The (1995)",Action Adventure Western,"https://m.media-amazon.com/images/M/MV5BOTI2ZTZmMmItMmM3YS00ZjUwLWJiODMtMmRjMWM4NDE0OWFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,2,380,562_.jpg"
304,Roommates (1995),Comedy Drama,"https://m.media-amazon.com/images/M/MV5BOGUyMmJjYzctNmYzYS00YmQ4LWEzYzEtNGIzNTdjOTg1MzA3XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX380_CR0,4,380,562_.jpg"
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,"https://m.media-amazon.com/images/M/MV5BZWMwN2RiZDQtN2RkNS00YzJkLWI2ODMtODk1MzQxODE4NzU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY562_CR1,0,380,562_.jpg"
306,Three Colors, Red (1994),"https://m.media-amazon.com/images/M/MV5BZWU5NWQ2MWMtYmI4Ni00Yjk5LTk3ODktMDVlZGViNGUwN2M5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX380_CR0,15,380,562_.jpg"
307,Three Colors, Blue (1993),"https://m.media-amazon.com/images/M/MV5BZWU5NWQ2MWMtYmI4Ni00Yjk5LTk3ODktMDVlZGViNGUwN2M5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX380_CR0,15,380,562_.jpg"
308,Three Colors, White (1994),"https://m.media-amazon.com/images/M/MV5BZWU5NWQ2MWMtYmI4Ni00Yjk5LTk3ODktMDVlZGViNGUwN2M5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX380_CR0,15,380,562_.jpg"
309,"Red Firecracker, Green Firecracker (1994)",Drama,"https://m.media-amazon.com/images/M/MV5BMTY5NTU3NDgxNV5BMl5BanBnXkFtZTcwMTI4NzEzMQ@@._V1_QL75_UY562_CR7,0,380,562_.jpg"
310,Rent-a-Kid (1995),Comedy,"https://m.media-amazon.com/images/M/MV5BMjYwMzA3Njg2MF5BMl5BanBnXkFtZTcwOTI1NDMzMQ@@._V1_QL75_UY562_CR8,0,380,562_.jpg"
311,Relative Fear (1994),Horror Thriller,"https://m.media-amazon.com/images/M/MV5BYTAyMDBkYTgtNzNhOC00ZWFmLWFlYjEtMzA0MGY4MDEwZjM2XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_QL75_UX380_CR0,4,380,562_.jpg"
312,Stuart Saves His Family (1995),Comedy,"https://m.media-amazon.com/images/M/MV5BZWZiZWQ4NmMtYmVhYi00MDRhLWFjMmUtODA0NWFkMjdmNWQ5XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_QL75_UX380_CR0,4,380,562_.jpg"
313,"Swan Princess, The (1994)",Animation Children's,"https://m.media-amazon.com/images/M/MV5BNDM2OGM1MjAtYjA3Zi00NzEzLWFiOWMtYjg4MDdiMzYzMWVkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDA5Mjg5MjA@._V1_QL75_UY562_CR7,0,380,562_.jpg"
314,"Secret of Roan Inish, The (1994)",Drama,"https://m.media-amazon.com/images/M/MV5BNmQ3Yzc5N2QtZDk3Yy00ZTVmLTg5ZTItMWFkZDUxOGJhMTYyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY562_CR1,0,380,562_.jpg"
315,"Specialist, The (1994)",Action,"https://m.media-amazon.com/images/M/MV5BYjMwZDMwZTItMTc2MC00NDRlLWI3YmUtNTg0ZmQ3MzdhNDJmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_QL75_UY562_CR8,0,380,562_.jpg"
316,Stargate (1994),Action Adventure Sci-Fi,"https://m.media-amazon.com/images/M/MV5BYWEyYTQzNzQtZTg5OS00NDhkLTg1NjYtMzA5Y2MyYjYzNWQ5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX380_CR0,15,380,562_.jpg"
317,"Santa Clause, The (1994)",Children's Comedy Fantasy,"https://m.media-amazon.com/images/M/MV5BMTZlNzk1MjItYjJlYy00MTAxLWJkNjEtZmNiNmVlNjQ4NDE5XkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_QL75_UX380_CR0,5,380,562_.jpg"
318,"Shawshank Redemption, The (1994)",Drama,"https://m.media-amazon.com/images/M/MV5BNDE3ODcxYzMtY2YzZC00NmNlLWJiNDMtZDViZWM2MzIxZDYwXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_QL75_UX380_CR0,4,380,562_.jpg"
319,Shallow Grave (1994),Thriller,"https://m.media-amazon.com/images/M/MV5BZmVmOWVlODYtOTQ0Yy00ODY1LTgwZjMtYWFhOWQ3ODhmYjliL2ltYWdlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX380_CR0,0,380,562_.jpg"
320,Suture (1993),Film-Noir Thriller,"https://m.media-amazon.com/images/M/MV5BOTc0ODlkMzEtNjE5My00ODA2LTg5ZjMtYWFjOTE1ZmNmMzk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,5,380,562_.jpg"
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,"https://m.media-amazon.com/images/M/MV5BMzhjMDQ1YTctNTNmNS00NDZjLWFjYjUtM2FhZTA2NmYxZjJlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY562_CR7,0,380,562_.jpg"
322,Swimming with Sharks (1995),Comedy Drama,"https://m.media-amazon.com/images/M/MV5BMDg4YzQ0NDEtYzkyMi00MjNkLWI4MmItNjA1YTAyNDBlNGQ5XkEyXkFqcGdeQXVyMTUwMjg2Nzg0._V1_QL75_UX380_CR0,4,380,562_.jpg"
324,"Sum of Us, The (1994)",Comedy,"https://m.media-amazon.com/images/M/MV5BOTJiMDA4ZWYtZDNiOS00OGYyLWEyNWMtMjYxNzE3MjA0NzhiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX380_CR0,0,380,562_.jpg"
325,National Lampoon's Senior Trip (1995),Comedy,"https://m.media-amazon.com/images/M/MV5BMzNjNDA3MjEtZDMzZi00YTIzLWE5MzYtYzg1NDE3MjNjMmY4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX380_CR0,8,380,562_.jpg"
326,To Live (Huozhe) (1994),Drama,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRoWcWg0E8pSjBNi0TtiZsqu8uD2PAr_K11DA&usqp=CAU
327,Tank Girl (1995),Action Comedy Musical Sci-Fi,"https://m.media-amazon.com/images/M/MV5BMzc0NjBmMzgtMTUxMS00YWFjLTk4NTYtNjE4NTJhOTU3ZTYwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX380_CR0,0,380,562_.jpg"
328,Tales From the Crypt Presents, Demon Knight (1995),"https://m.media-amazon.com/images/M/MV5BNzVkNDZmOWQtNjZhZC00NGE2LTk5ZDYtMmY3ZDk3N2U5NDRmXkEyXkFqcGdeQXVyMzI2MDEwNA@@._V1_QL75_UX380_CR0,32,380,562_.jpg"
329,Star Trek, Generations (1994),"https://m.media-amazon.com/images/M/MV5BYzRjZWQ5YzAtY2Q1Ny00MmY0LWFmMmItNjEzNGEwNDdjYWExXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX380_CR0,0,380,562_.jpg"
330,Tales from the Hood (1995),Comedy Horror,"https://m.media-amazon.com/images/M/MV5BMDZjYTMzZDEtYjJkNS00MTI1LTgyZDctM2FlYjk2NDMyNTQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY562_CR0,0,380,562_.jpg"
331,Tom & Viv (1994),Drama,"https://m.media-amazon.com/images/M/MV5BZDYzOGZlNzUtMGQ4Mi00OTVmLWEyMWYtN2Q4ZjE4N2MwZjg0XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UY562_CR1,0,380,562_.jpg"
332,Village of the Damned (1995),Horror Sci-Fi,"https://m.media-amazon.com/images/M/MV5BZGZiNjQyOGUtNjQ2Ny00MzUxLWI1NDUtMDNlMjBiNjcwMTNkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY562_CR5,0,380,562_.jpg"
333,Tommy Boy (1995),Comedy,"https://m.media-amazon.com/images/M/MV5BNTMwZGU3MGUtZWE0Ni00YzExLWIyY2MtMmNmMDlmYTdmNzFkXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX380_CR0,0,380,562_.jpg"
334,Vanya on 42nd Street (1994),Drama,"https://m.media-amazon.com/images/M/MV5BZDQ1ODk1NDEtOWRkYi00ZTcyLThjNTItZTZlN2VkYTRiNGFkXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_QL75_UX380_CR0,7,380,562_.jpg"
335,"Underneath, The (1995)",Mystery Thriller,"https://m.media-amazon.com/images/M/MV5BYTU5MjRlMGYtNWRhZS00YjA2LTllNjMtMWZmNzhjNjQ2OWU4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY562_CR0,0,380,562_.jpg"
336,"Walking Dead, The (1995)",Drama War,"https://m.media-amazon.com/images/M/MV5BZmU5NTcwNjktODIwMi00ZmZkLTk4ZWUtYzVjZWQ5ZTZjN2RlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX380_CR0,5,380,562_.jpg"
337,What's Eating Gilbert Grape (1993),Drama,"https://m.media-amazon.com/images/M/MV5BY2EyZDlhNjItODYzNi00Mzc3LWJjOWUtMTViODU5MTExZWMyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,1,380,562_.jpg"
338,Virtuosity (1995),Sci-Fi Thriller,"https://m.media-amazon.com/images/M/MV5BZWRmMTNlZDEtZTExYi00Y2E4LTg5YjItODFlNWY0Mzc4MDZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,1,380,562_.jpg"
339,While You Were Sleeping (1995),Comedy Romance,"https://m.media-amazon.com/images/M/MV5BMGI5OGRiNTgtYzdkNS00N2E1LTgxMmQtYTQyNjk4YmEyM2IzXkEyXkFqcGdeQXVyNDQ0MTYzMDA@._V1_QL75_UX380_CR0,2,380,562_.jpg"
340,"War, The (1994)",Adventure Drama,"https://m.media-amazon.com/images/M/MV5BNzdiNTFjMWYtOWUyYi00NTI3LTk5MzYtNTUzMGY3MDM3NTMxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX380_CR0,1,380,562_.jpg"
341,Double Happiness (1994),Drama,"https://m.media-amazon.com/images/M/MV5BNDY0YzhmYTItOTZhNy00ZGMyLTg2ZDgtM2QxMmVlYjdhMGUzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX380_CR0,15,380,562_.jpg"
342,Muriel's Wedding (1994),Comedy Romance,"https://m.media-amazon.com/images/M/MV5BNTU2M2Q0YzktZGE4MC00YTQ1LWJmZGUtYzdjZTdiODBkY2ZmXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_QL75_UY562_CR0,0,380,562_.jpg"
343,"Baby-Sitters Club, The (1995)",Children's,"https://m.media-amazon.com/images/M/MV5BNWY3MmIxYTItY2RhMy00ZGRkLTkwMTEtZGE0OTcxMjgxN2U3XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_QL75_UX380_CR0,1,380,562_.jpg"
344,Ace Ventura, Pet Detective (1994),"https://m.media-amazon.com/images/M/MV5BYmVhNmFmOGYtZjgwNi00ZGQ0LThiMmQtOGZjMDUzNzJhMGIzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY562_CR1,0,380,562_.jpg"
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy Drama,"https://m.media-amazon.com/images/M/MV5BMTc5MDU1NzcyN15BMl5BanBnXkFtZTcwMDA0ODYyNA@@._V1_QL75_UX380_CR0,4,380,562_.jpg"
346,Backbeat (1993),Drama Musical,"https://m.media-amazon.com/images/M/MV5BZjg3MmI5ZTEtNTcwMi00NzNiLTg4NTAtZWFlOTQ1OWRmM2MyXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_QL75_UY562_CR0,0,380,562_.jpg"
347,Bitter Moon (1992),Drama,"https://m.media-amazon.com/images/M/MV5BYTIxZGE5Y2MtZWRkNC00YzkxLTljN2YtZTIzYjFjOTlhYzc5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX380_CR0,6,380,562_.jpg"
348,Bullets Over Broadway (1994),Comedy,"https://m.media-amazon.com/images/M/MV5BMTkzOWI3MjQtMzBjMi00ZTA0LTkyYmQtNDcxMTdlZGEzNTY3XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX380_CR0,4,380,562_.jpg"
349,Clear and Present Danger (1994),Action Adventure Thriller,"https://m.media-amazon.com/images/M/MV5BM2NlMTk4MzMtZTRmMS00ZWM1LWFjZGUtNmRmYTZjZjg1OTBlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX380_CR0,1,380,562_.jpg"
350,"Client, The (1994)",Drama Mystery Thriller,"https://m.media-amazon.com/images/M/MV5BNGY1NTU2NGUtMDNhZS00ZjE0LWE4ODItZWRmZTkwYjYwMTQ0XkEyXkFqcGdeQXVyMTEwNDU1MzEy._V1_QL75_UX380_CR0,3,380,562_.jpg"
351,"Corrina, Corrina (1994)",Comedy Drama Romance,"https://m.media-amazon.com/images/M/MV5BZTQ2YjBkMjctZDMyOC00YWRjLTg1ODAtM2ZlZDhkNWRiZTk2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX380_CR0,12,380,562_.jpg"
352,Crooklyn (1994),Comedy,"https://m.media-amazon.com/images/M/MV5BYWEyM2Q3NDktM2E2Ni00OWIyLWIyYmItMWEyOGRmN2FkZjQ3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX380_CR0,1,380,562_.jpg"
353,"Crow, The (1994)",Action Romance Thriller,"https://m.media-amazon.com/images/M/MV5BM2Y4ZGVhZjItNjU0OC00MDk1LWI4ZTktYTgwMWJkNDE5OTcxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,1,380,562_.jpg"
354,Cobb (1994),Drama,"https://m.media-amazon.com/images/M/MV5BMzg5YzgwMjgtOWFiYy00YmEyLWJlY2EtZjg5YWQwOTlkMTBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,1,380,562_.jpg"
355,"Flintstones, The (1994)",Children's Comedy,"https://m.media-amazon.com/images/M/MV5BYzY0ZTk4YzctNzYzNy00ZDQ0LTg2Y2ItZTQyYzQxMjQwMDc2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX380_CR0,4,380,562_.jpg"
356,Forrest Gump (1994),Comedy Romance War,"https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY562_CR4,0,380,562_.jpg"
357,Four Weddings and a Funeral (1994),Comedy Romance,"https://m.media-amazon.com/images/M/MV5BMTMyNzg2NzgxNV5BMl5BanBnXkFtZTcwMTcxNzczNA@@._V1_QL75_UX380_CR0,4,380,562_.jpg"
358,Higher Learning (1995),Drama,"https://m.media-amazon.com/images/M/MV5BOWFlM2FkM2YtZWFmMC00YjRlLThhNjAtYTY5MDQ3MDFkMDM3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,1,380,562_.jpg"
359,I Like It Like That (1994),Comedy Drama Romance,"https://m.media-amazon.com/images/M/MV5BZjRkNjJkNmItZTkwZC00NDI1LTg1NWItY2E5NTg4MmFkZjAxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX380_CR0,3,380,562_.jpg"
360,I Love Trouble (1994),Action Comedy,"https://m.media-amazon.com/images/M/MV5BMWFhMTc1OWEtYmI1MS00YTcwLWI1ZmQtNjg0YWEyMDY1YjMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,0,380,562_.jpg"
361,It Could Happen to You (1994),Drama Romance,"https://m.media-amazon.com/images/M/MV5BYzMxOGUzOWEtMGUxMi00ZWM1LWE3ODgtNzc4OGVjZmJhMmFmXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_QL75_UY562_CR21,0,380,562_.jpg"
362,"Jungle Book, The (1994)",Adventure Children's Romance,"https://m.media-amazon.com/images/M/MV5BMjRjNDk2NTItZGQ1OS00OGU0LWJhMzUtNmZkNDE4NDg0MDMyXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_QL75_UX380_CR0,4,380,562_.jpg"
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary,"https://m.media-amazon.com/images/M/MV5BNTZhMDI4YTQtMTNlNS00NWZjLTkwOWEtMGExMTk1NDc4MGU1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX380_CR0,7,380,562_.jpg"
364,"Lion King, The (1994)",Animation Children's Musical,"https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_QL75_UX380_CR0,1,380,562_.jpg"
365,Little Buddha (1993),Drama,"https://m.media-amazon.com/images/M/MV5BZjU2MWM4NjctYTRlYi00MzBiLWI1NmItMmE4ODdlOGZmMTcyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX380_CR0,8,380,562_.jpg"
366,Wes Craven's New Nightmare (1994),Horror,"https://m.media-amazon.com/images/M/MV5BMzcxYjI5OTgtMmYyYS00ZTFhLWI3NzktOTBmMzQyNWNkNTk5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX380_CR0,16,380,562_.jpg"
367,"Mask, The (1994)",Comedy Crime Fantasy,"https://m.media-amazon.com/images/M/MV5BOWExYjI5MzktNTRhNi00Nzg2LThkZmQtYWVkYjRlYWI2MDQ4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX380_CR0,1,380,562_.jpg"
368,Maverick (1994),Action Comedy Western,"https://m.media-amazon.com/images/M/MV5BY2I1OTY2NmUtMGVlZi00NjNmLThkNTgtMjExMzRhOTM2MDJiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY562_CR1,0,380,562_.jpg"
369,Mrs. Parker and the Vicious Circle (1994),Drama,"https://m.media-amazon.com/images/M/MV5BNWUwMDdhZWMtOGZkYy00ZTg2LTgwNTktZDVhZDM1MmFhODI4XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_QL75_UX380_CR0,16,380,562_.jpg"
370,Naked Gun 33 1/3, The Final Insult (1994),"https://m.media-amazon.com/images/M/MV5BZWYzZjVlMmUtZjNiZS00NWQ1LWIwMDAtZGMzYWNkOWU4NjUyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY562_CR2,0,380,562_.jpg"
371,"Paper, The (1994)",Comedy Drama,"https://m.media-amazon.com/images/M/MV5BOThhZDU0MmItMDYxNy00MTZlLWI4NmYtNmZkZmYwMzJiZDMyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX380_CR0,1,380,562_.jpg"
